FWidth,FSize,FConc,FConc1,FAsym,FM3Long,FM3Trans,FAlpha,FDist,target
-0.27633183993566124,-0.41498662212974813,-0.34477131098136554,-0.40048844563211433,0.8296437019921495,0.24751878089097065,-0.744562673315254,-0.36408576035737833,-0.22171906662348775,0
-0.4260355231833881,-0.19005412426516152,0.3247823816990085,0.21394729918432956,-0.004725228927770342,-0.3974633489167834,-0.5007672889644915,0.04278803718265452,-0.027633231300828797,0
-0.17272646899590208,0.06704181637968605,-0.07946613046667482,-0.18692904095364485,0.5802623438800011,0.46188274369486415,0.44522122161723693,-0.22144662411452906,-1.4549402501590523,0
-0.35298248054990305,-0.6130457171450376,-0.08712442433720204,-0.21407642290429776,0.6497334079807335,0.5166213109280492,-0.6221056081752866,-0.9085341294231265,-0.30022855337459464,0
-0.6313275461398362,-0.10456707898078435,-0.1270569566620938,-0.29642348148794484,-0.015079170647621805,0.20038039586855452,-0.32848041587194465,-0.3748853125038235,-0.4936988379233409,0
0.24171136748122893,0.9341851618632946,-1.0022905418651973,-0.9651539902056945,1.016469010261489,0.6814625178198735,-0.8354595796893417,-0.6774298430682831,-1.0667632268983072,0
-0.1972664479494873,0.39121546334915597,-0.733156214415243,-0.6285264540175987,0.7483644149609957,0.07350284423542394,0.43548381069723013,-0.8916969418801587,-0.21472052195486185,0
-1.2037816975626543,-1.5064276606862264,1.8274490432945873,1.6256111606182797,0.29522322660834444,-0.3290068057427987,0.404687087994605,-0.4650322658766509,-1.003887391650749,1
-0.8461641055573522,-1.0859752869732135,1.4149952162676247,1.169535143847311,0.3365106248791518,-0.32790285770754,0.2331588494806385,-0.2439077004659331,0.7741082701830271,0
0.7534805820559205,0.5004018875242517,-1.0121369196987322,-0.9099543135727003,-2.510725382562913,1.9487615281644124,1.093412049713431,-0.9111621864548617,-0.21370352502404935,0
-0.24041036918840963,0.02450989533473553,-0.152219922236683,-0.22222063748949375,0.10438977744158119,0.4295407918412979,0.5898131311069241,-0.5521259226688765,-0.5190568535008673,0
-0.5906474344271292,-0.9844065202987059,1.1682887494384997,0.8437665604394765,0.4265595147503494,0.18762910977035266,-0.4875295957167307,0.310118135916634,-1.5865155662369332,0
-0.664545367495489,-0.33436641358185776,0.2985253741429156,0.24923889572017818,0.5028222916823256,0.4167600932732402,0.2912472110734603,0.19895438826377893,-1.232854883546463,1
-0.4496652008297214,-0.27596437274401575,0.20717286868734164,0.09630864406483358,0.37755817653915674,0.4853931112663603,-0.16409198506904832,-0.7504024820485908,0.9514939453786406,1
-0.5074230011389594,-1.0315936764829041,0.5605484287130947,0.2836255795243385,0.3808670463318467,-0.11765664068347487,-0.19943091227380683,0.2623265740057072,-1.2424093020806868,0
-0.58749135983492,-1.5153149277702456,1.96365726999182,1.4726809089629354,0.3273288912430813,-0.292274552555406,0.550076043940269,-0.28089204825656144,-1.7535278727382468,0
-0.265424576966731,-0.5360227357502028,0.6327551994923507,0.3261564779136945,0.6631344150941596,-0.4361387859459904,0.4964194527020657,-0.2698626368945126,0.9271663082704916,0
0.06818177397003648,0.5238896648177314,-0.8863220918257861,-0.9506753864986796,0.1531326893749374,-0.5049149446257428,-0.7029097937634498,-0.9288843319779035,-0.2928553256261954,0
-0.11042261305643516,0.45998598245168754,-0.8299789297783363,-0.8873314952804895,0.6549323366289722,0.45091973576390204,-0.1588439623197547,-0.6826706331840466,0.37337133482673257,0
-0.49096671583001367,-0.18751490509829818,0.20771988967809352,0.15784270981964682,0.2306284805737148,0.2924826039753727,0.30837410690761435,0.6548801424136322,0.6770118263674438,1
-0.7259116675975466,0.3503763550821147,-0.2019988323951095,-0.36610176182795406,0.22669972552634537,0.38818293756123134,0.2580497460335554,-0.3911938238509029,-0.026576089754324964,1
0.13056194259394371,0.533623338290705,-0.7659774738603593,-0.7190177271864416,-0.9110717899373721,0.5236999120067065,0.6449725870482645,-0.9018797051314007,1.1310072852058253,0
-0.5887941263764364,-0.8788173232766656,0.7591170483560489,0.4284116165944874,-0.364694454286874,-0.5427334983664807,-0.15558375422572873,1.5167066234241293,-1.7088924127063754,1
-0.5145636880401582,-1.23155718587334,1.0140288300464526,0.9795034701927411,-0.3901840683968706,-0.4337661800442798,0.19796396681611678,-0.9939766308499325,-0.7257347166116285,0
4.653244087759906,2.709945765889267,-1.4317020196054702,-1.583209385948892,0.5717781922880247,1.0879761853611485,4.784803070484185,1.9523817806793005,2.5221225948656434,1
-0.2658606494492469,-0.491586400330106,-0.26381220435007857,-0.33623964168223586,0.576793013326563,0.016962273015733036,-0.5117434829305347,-0.31757757906690504,0.2760875494712624,0
-0.5356477925698045,-0.49391401789972933,0.4691959232575208,0.20127852094069143,0.14453030353819948,-0.5853423630310857,0.5012209373766253,2.2209148093082725,-1.7761801412182656,0
-0.5714765979145217,-1.38856557102435,1.8137735185257886,1.5242609346691756,0.3373737348659127,-0.37547654728382374,0.48204860907110897,-0.5834863816510687,-0.39423386178204683,0
-0.22675039867359728,-0.8855885743882996,0.12894886700981406,-0.11453602241857042,0.6958700993474127,-0.41652655104606506,0.798533669910029,-0.11714034306051634,-0.8188702250124636,0
-0.6423165726992383,-0.8483466932743129,1.0304394597690107,1.1758695329691304,-0.1820799741916927,-0.5917562422909992,0.40231515456537253,-0.9617580307961532,-0.17282292471305014,0
-0.6477402242005305,-1.0749720039168078,0.6874572985675447,0.783137407416352,0.14450665668924711,0.19171940391164885,-0.3445605880470447,2.2976226605421397,-0.37958107705519134,0
-0.8570059576539052,-1.2554681663612977,2.378846201972543,2.8608170393729866,-0.21982879042284445,-0.5418766150780117,-0.273181716875042,1.878547169640479,-1.6394556091012125,1
0.4854159252413011,1.3516751132149678,-0.6571202967007234,-0.9117641390360771,0.8680647643578038,1.6538113196179538,1.6748478363792232,2.3290444153151597,1.2958745310754356,1
0.04948516628216496,0.09857045436823092,0.10323888044447299,0.179560615380169,0.01072123062003418,1.1185416240354171,1.1860711009630818,-0.7428171279336702,1.7714477208471995,0
-0.7004014273703633,-1.1321044351712186,1.0616196562418716,0.8184290039522003,0.12938111866293883,-0.5149210668707257,-0.5196515281895343,1.4728494850869516,0.5871815579917533,0
-0.5867064293663913,-0.18159006037561923,-0.17574182483901624,0.02934510191988988,-0.23467225532236402,0.5148232286041908,0.2608250041754508,1.4287395016126099,-1.267783375504489,1
0.8478848236145932,1.4014014885660286,-1.2484499877035702,-1.1045105508857125,-1.5646183341005713,1.0302473503592784,0.8749444970209702,-0.9208239354840686,0.9457666468735318,1
-0.5934273965031684,-0.8963802558474654,1.5014245328064313,1.8102133578827195,0.01892837626713994,-0.12210968861966068,-0.418287385224907,0.7277340207992112,0.07310299100398279,0
0.45656427961683915,1.75477615595442,-0.8168504260002897,-0.8285121677207415,0.44949358011285245,0.4821479354255909,-1.014305280847337,-0.9298459096965123,-1.613427178441663,0
-0.6481054349046376,-0.8536367332052768,1.3591990752109269,1.0908077361904178,-0.059156897094806794,0.13607885426954897,-0.5316600413606078,-0.04239778812006059,-0.15604247535462357,1
-0.5162534689099074,-1.3371463828953811,1.2158795756339187,1.044657186874308,0.3117405506015627,0.013654350572604225,-0.46920232871393674,1.7845615673670716,-0.5589606014967423,0
1.0762723354262926,2.580022385184793,-1.497344538495703,-1.4538068653174465,1.2121010807049402,1.1935140096981496,0.8995857163708099,-0.9172074838252378,0.061394144761061704,0
-0.46264380809060246,-0.12170680835710702,0.13387205592658158,-0.0032317564208937674,0.6580469644481249,0.31463019377687806,-0.36098166563403844,-0.37278210068105,0.48090537872171985,0
-0.4536770676688681,-0.9221956507105693,0.2416351911047137,0.14426901884432036,0.6905934739097591,0.14730265276656687,0.33269842826893314,-0.3712841847926995,-0.2720336516216407,0
0.14159457640159737,1.2568775976520943,-1.1401398315346862,-1.061074739764668,0.4546097447897579,0.3409896492617508,0.5171330575881158,-0.8773805437349775,-0.4522562129926815,0
0.2618742688915602,-0.0023635075145606458,0.33462875953254356,0.5379060571287874,-1.1451097212007226,-1.5642207331371796,0.9586103674751708,0.8493218838796922,1.122144692215326,1
-0.49594884394275845,-0.30008695482921144,-0.06250847975336472,-0.40682283475393344,0.4256001283071398,-0.6830878436875925,-0.35762062636184677,2.0156428678003535,0.8886207864387949,1
2.084128507923196,1.3747396873139706,-1.5504055745986411,-1.4918132000483606,-1.0837056107140213,-2.469873818289983,3.1570661554157655,-0.10260557866051176,-1.3409027785222825,1
-0.8205775526457285,-1.7504043023022833,1.767823755302626,1.2862688862351186,-0.34095977418126994,-0.3935201171247669,-0.30566376069843754,0.9774109317748298,-1.9954460176555595,0
-0.28439372995617496,-0.03262253591967431,-0.2824109180356446,-0.4059179220222448,0.04378628169798074,0.2131571727739648,-0.4927632140120006,-0.6538233016257876,0.5853215241314496,1
-0.6257512692696635,-0.7239249540980417,0.20498478472433382,0.06644652391911543,0.9523860496006138,-0.4140382560962545,0.3219190951745469,-0.9847477833434457,-0.44956652374145095,0
-0.2954481673879544,-0.49856925303897803,-0.30647984162873004,-0.4403046058264051,-0.38942399110911635,-0.6078193724949774,-0.6094969094198932,-1.0057760705842536,-1.12758231966868,0
3.865931573295446,1.0749002240269352,-1.5618930154044317,-1.499052501901868,-1.1255774239660798,-2.585386391570787,3.670695375507427,0.9362661321817753,0.7393965591497274,1
-0.35333133853591575,-1.057409071346008,0.6354903044461104,0.3895003691318847,-0.4978143904641422,-0.6072075931219743,0.17343318161379193,-0.3184433821123455,-0.6338035466814937,0
-0.7578212715056515,-0.17651162204189347,0.13824822385259722,0.31167787420667975,0.03370090061980241,0.2450912717121956,-0.08646158085076903,0.8593437456800117,-1.0144802175774876,1
-0.44608395556705915,0.6616423046200326,-0.7315151514429871,-0.6638180505534472,-1.6396835670391745,0.4830126620393549,-0.20571125422813077,-0.92467407734543,0.3130580642140537,1
-0.8146142614473231,-1.6623780378510433,1.7661826923303703,1.404812454086303,0.09144650576144712,-0.3591349790318763,0.2699142146643921,1.8168299702508974,-1.2651927096386266,0
-0.27281055463934484,-0.2649610896876101,-0.028046157335992673,-0.2357943284648202,1.7854341351004808,1.8451512010186355,0.175012870071722,-0.6785944630940084,2.123730105065646,1
-0.10741371292707513,-0.03262253591967431,-1.0542575359866317,-1.0655993034231102,0.7311309292566491,0.460688597418714,-0.349179616303971,0.05992787269283393,-0.9911307709383185,0
0.4209099032651285,-0.006807141056570332,-0.5471690775595834,-0.5986643338718804,0.9477563343878711,1.1511580922743054,-0.4649866251696735,-0.5760580980001438,1.0380457368063134,1
-0.1581016881135233,-0.6265882193683048,0.20170265877982224,0.18589500450198806,-0.7314334346889083,-0.7495619863932883,0.8495926579392955,-1.0018646329320646,1.174524048613801,0
0.2072289359262799,1.891893990965005,-1.013777982670988,-0.9361967827916647,0.8466626769952854,1.2861083864672231,0.8490500901710704,-1.0392205864545856,0.9140524004784198,0
-0.5266483467118815,-0.8519439204273684,0.6497128502056608,0.4691326895204668,0.5741547006077362,-0.39088279899435296,-0.4293548073997668,-0.2347363177633472,-0.10566098266365474,0
